"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Lyu Y.; Yi H.; Cao J.; Yang M.","Lyu, Yongjian (57203076977); Yi, Heling (57221230026); Cao, Jin (35298759600); Yang, Mo (55703290600)","57203076977; 57221230026; 35298759600; 55703290600","Time-varying monetary policy shocks and the dynamics of Chinese commodity prices","2022","Pacific Basin Finance Journal","75","","101836","","","7","10.1016/j.pacfin.2022.101836","https://www.scopus.com/pages/publications/85136188839?origin=resultslist","With the trading volume and openness of the Chinese commodity futures market being developed substantially in recent years, this paper explores the effects of Chinese monetary policy shocks on the dynamics of commodity futures prices under dynamic structural changes by imposing reduced constraints. The results show the following: (1) Monetary policy shocks are fundamental triggers for price changes in most Chinese commodity futures market indices and positive monetary policy shocks significantly push up both aggregate market indices and some sectoral market indices. (2) Commodity sectors have heterogeneous reactions to monetary policy shocks. For example, unlike other commodity sectors, grain is barely affected by monetary policy shocks, which may be due to price regulation of agricultural products and low levels of sector financialization. (3) The relationship between monetary policy shocks and price changes in commodity futures markets is time-varyingly dependent on the economic environment. In particular, the impulse responses for most of the commodity futures market indices tend to be larger during the global financial crisis period, then gradually declined from 2009. © 2022 Elsevier B.V.","Chinese commodity futures market; Monetary policy; Time-varying impulse responses","","Article","Final","","Scopus","2-s2.0-85136188839"
"Benedetti I.","Benedetti, Ilaria (57209836032)","57209836032","Unequal burdens: Food price convergence, divergence, and inequality in the European Union","2026","International Review of Economics and Finance","111","","105671","","","0","10.1016/j.iref.2026.105671","https://www.scopus.com/pages/publications/105045907416?origin=resultslist","In recent years, the European Union (EU) has experienced an unprecedented surge in food prices, driven by overlapping global shocks such as the COVID-19 pandemic, supply chain disruptions, and the Russia-Ukraine conflict. This paper examines how these shocks have translated into unequal burdens across EU member states, with a particular focus on their distributional consequences. Using monthly Harmonised Index of Consumer Prices (HICP) data disaggregated by food category (ECOICOP 4-digit level) from 2005 to 2025, we apply β- and σ-convergence frameworks to assess whether food price dynamics have aligned or diverged across countries. Over the two decades, EU food prices display significant β- and σ-convergence up to 2019, but this process reverses sharply during 2020-2025: cross-country dispersion widens to historically high levels and β turns from negative (catch-up) to positive (divergence). The reversal is most pronounced between euro-area and non-euro-area countries and between Eastern and Western Europe, and it disproportionately affects lower-income households and countries with smaller economic bases, amplifying pre-existing inequalities in purchasing power and food security. These findings underscore the regressive nature of food price inflation and the need for targeted fiscal and monetary policies to mitigate its unequal impact and support economic cohesion within the EU. © 2026 The Author.","EU economic integration; Food price convergence; HICP; Household welfare","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105045907416"
"Salisu A.A.; Swaray R.; Sa'id H.","Salisu, Afees A. (55392158900); Swaray, Raymond (15830507800); Sa'id, Hadiza (55260155300)","55392158900; 15830507800; 55260155300","Improving forecasting accuracy of the Phillips curve in OECD countries: The role of commodity prices","2021","International Journal of Finance and Economics","26","2","","2946","2975","3","10.1002/ijfe.1944","https://www.scopus.com/pages/publications/85089676774?origin=resultslist","We investigate the power of commodity prices to improve inflation forecast performance in 21 Organization for Economic Cooperation and Development (OECD) countries, within the framework of commodity prices-augmented Phillips curve model. Using monthly data spanning over 57 years, we use single and multi-factor predictor models, and Westerlund and Narayan (2012, 2015) estimator to address inherent issues of heteroscedasticity, persistence and endogeneity, which present empirical challenges to erstwhile attempts to forecast inflation. Contrary to Stock and Watson (1999) findings, our results overwhelmingly show that commodity prices significantly improve the power of Phillips curve-based inflation forecasts in OECD countries. These findings hold for both core and headline measures of inflation, and within extensive in-sample and various out-of-sample forecast horizons. In addition, we find differential degrees of commodity prices-inflation pass-through, with agricultural and energy commodity prices exerting the highest pass-through to inflation. We further evaluate and compare the forecast performance of our augmented inflation forecast models with that of conventional random walk model as a benchmark. Our results overwhelmingly confirm that commodity prices-augmented versions of inflation forecast models outperformed popular random walk models in all forecast horizons. © 2020 John Wiley & Sons, Ltd.","commodity prices; inflation forecasts; monetary arrangement; OECD countries; Phillips curve","commodity price; forecasting method; inflation; OECD","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85089676774"
"Hamori S.","Hamori, Shigeyuki (6701462115)","6701462115","The information role of commodity prices in formulating monetary policy: Some evidence from Japan","2007","Economics Bulletin","5","13","","1","7","8","","https://www.scopus.com/pages/publications/78649685981?origin=resultslist","This paper uses the BOJ index published by the Bank of Japan to empirically analyze the relationship between the commodity price index and macroeconomic variables in Japan. The BOJ index was found to be valid as a leading indicator of the consumer price index before the zero interest policy was introduced. Afterwards, however, this relationship ceased to exist.","","","Article","Final","","Scopus","2-s2.0-78649685981"
"Aron J.; Muellbauer J.","Aron, Janine (7005413649); Muellbauer, John (6603371066)","7005413649; 6603371066","Improving forecasting in an emerging economy, South Africa: Changing trends, long run restrictions and disaggregation","2012","International Journal of Forecasting","28","2","","456","476","11","10.1016/j.ijforecast.2011.05.004","https://www.scopus.com/pages/publications/84856722834?origin=resultslist","Forecasting inflation is particularly challenging in emerging markets, where trade and monetary policy regimes have shifted and the exchange rate and food prices are highly volatile. This study shows that the information in long-run co-integrated relationships for relative prices in South Africa is helpful in outperforming univariate benchmark models for forecasting inflation. It also investigates gains to the inflation forecast accuracy as a result of aggregating weighted forecasts of the sub-component price indices, versus forecasting the aggregate consumer price index itself. Rich multivariate equilibrium correction models employ general and sectoral information for ten sub-components, including structural breaks and institutional changes. Model selection over the period 1979-2003 generates pseudo out-of-sample forecasts, four quarters ahead, until 2007. The largest gain in forecast accuracy against naïve benchmark models comes from incorporating equilibrium correction into the long-run. For more sophisticated models, aggregating the weighted forecasts of the sub-components outperforms the aggregate forecasts. The analysis also contributes to an improved understanding of sectoral inflationary pressures. © 2011 International Institute of Forecasters.","CPI sub-components; Disaggregation; Equilibrium correction models; Evaluating forecasts; Model selection; Multivariate time series; Sectoral inflation","","Article","Final","","Scopus","2-s2.0-84856722834"
"Liu L.; Tsang A.","Liu, Ligang (55715389600); Tsang, Andrew (59274675300)","55715389600; 59274675300","Pass-through effects of global commodity prices on China's inflation: An empirical investigation","2008","China and World Economy","16","6","","22","34","15","10.1111/j.1749-124X.2008.00135.x","https://www.scopus.com/pages/publications/56649112611?origin=resultslist","The present paper uses a two-step approach to estimate the pass-through effects of changes in international commodity prices and the RMB exchange rate on domestic consumer price inflation in China. We first estimate the pass-through effects of international commodity prices on producer prices and then estimate the pass-through effects of producer price inflation on consumer price inflation. We find that a 10-percent increase in international commodity prices would lead to China's producer prices increasing by 1.2 percent 3 months later, which in turn would increase China's domestic inflation by 0.24 percent over the same period. However, a 10-percent appreciation of the RMB exchange rate against the US dollar would help to reduce increases in producer prices by 4.4 percent over the following 3 months, which in turn would lead to a 0.89-percent decline in consumer price inflation over the same period. Our findings suggest that appreciation of the RMB in an environment of rising global commodity prices and a weak US dollar could be an effective instrument to help contain inflation in China. © 2008 Institute of World Economics and Politics, Chinese Academy of Social Sciences.","China; Commodity price; Exchange rate; Pass-through","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-56649112611"
"Lemaire T.; Vertier P.","Lemaire, Thibault (57225207431); Vertier, Paul (57226668722)","57225207431; 57226668722","International Commodity Prices Transmission to Consumer Prices in Africa","2025","World Bank Economic Review","39","3","","522","552","1","10.1093/wber/lhae034","https://www.scopus.com/pages/publications/105012414572?origin=resultslist","In this paper, global commodity prices pass-through to consumer prices are estimated in Africa. The estimation sample includes monthly data for 48 countries over the period 2002m02-2021m04. Sixteen commodity prices are considered separately, rather than aggregate indices that use weights unrepresentative of consumption in Africa. Using local projections in a panel data set, the maximum estimated pass-through is of 23 percent, and the long-run pass-through is of about 20 percent, higher than usually found in the literature. Country-specific regressions are also considered: in the latter, the estimated pass-through is lower for countries with a higher GDP per capita, a lower share of food and energy in the consumption basket, a better quality of transport infrastructure, and a higher openness to trade. Finally, commodity-specific pass-throughs are correlated with the share of corresponding goods in the consumer basket and with the import dependency ratio for this commodity.  © 2024 The Author(s). Published by Oxford University Press on behalf of the International Bank for Reconstruction and Development / THE WORLD BANK.","Africa; commodity prices; energy prices; food prices; inflation","Africa; commodity price; consumption behavior; Gross Domestic Product; inflation; price dynamics","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105012414572"
"Dabrowski M.","Dabrowski, Marek (7102470639)","7102470639","Currency crises in post-Soviet economies - A never ending story?","2016","Russian Journal of Economics","2","3","","302","326","29","10.1016/j.ruje.2016.08.002","https://www.scopus.com/pages/publications/85011652503?origin=resultslist","Since the collapse of the Soviet Union, its successor states have suffered from cyclical currency crises. The most recent episode of 2014-2016 was caused by a combination of external and domestic factors. The former include tighter US monetary policy, slower global growth, and declining commodity prices, whereas the latter include the formerSoviet Union (FSU) economies' extreme macroeconomic fragility (a legacy of past crises), numerous microeconomic rigidities and structural distortions in addition to governmental deficits. In addition, the Russian-Ukraine conflict dealt a heavy blow to both economies and their neighbors. Effective anti-crisis policies must aim at eliminating all deep-rooted causes of repeated financial and macroeconomic turbulence and must involve deep structural and institutional reforms in the entire region.  © 2016 Non-profit partnership ""Voprosy Ekonomiki"". Hosting by Elsevier B.V. All rights reserved.","Commodity prices; Currency crisis; Former Soviet Union; Global financial crisis; Monetary regimes; Russia; Ukraine","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85011652503"
"Chen P.; Miao X.","Chen, Peng (56927105700); Miao, Xinru (58127083500)","56927105700; 58127083500","Understanding the role of China's factors in international commodity price fluctuations: A perspective of monetary-fiscal policy interaction","2024","Economic Analysis and Policy","81","","","1464","1483","4","10.1016/j.eap.2024.02.022","https://www.scopus.com/pages/publications/85186072236?origin=resultslist","This paper examines the role of China's factors in international commodity price fluctuations from a perspective of monetary-fiscal policy interaction. We employ a nonlinear Interacted-VAR model to investigate whether the impact of China's monetary policy shocks on international commodity prices is conditional on its fiscal policy stances. Using several measures of China's fiscal policy stance, we estimate their interaction with monetary policy identified through Interacted-VAR analysis. We find that the response of international commodity prices to China's monetary policy is much stronger and more persistent in the presence of its active fiscal policy stance. The empirical findings are very consistent when using several alternative model specifications. Moreover, our analysis suggests that failing to take into account the interaction of monetary-fiscal policies in the model might lead to incorrectly assessing the impact of monetary policy on commodity price fluctuations. In addition, our results reveal the substantial heterogeneity in the impact of China's factors on commodity prices across sectors. These empirical findings offer insights into the interaction of monetary-fiscal policies, as well as the role of China's factors in the international commodity markets. © 2024 Economic Society of Australia, Queensland","China's factor; Commodity prices; Fiscal policy; Interacted-VAR; Monetary policy; Policy interaction","","Article","Final","","Scopus","2-s2.0-85186072236"
"Blanco C.; Diz S.","Blanco, Cesar (57222099952); Diz, Sebastian (57225922872)","57222099952; 57225922872","Optimal Monetary Policy with Non-homothetic Preferences","2025","International Journal of Central Banking","21","2","","309","350","2","","https://www.scopus.com/pages/publications/105004924515?origin=resultslist","We study optimal monetary policy in a multisector model where preferences are non-homothetic. We find that a lowerthan-one income elasticity in food demand, due to non-homotheticity, reduces the weight on food inflation in the optimal index that the monetary authority should target. The reasons are threefold. First, food price stabilization requires large deviations of output from the efficient level. Second, food demand becomes insensitive to monetary policy. Third, the low sectoral marginal propensity to consume implies that food price volatility has a reduced impact on aggregate demand. These results provide a rationale for targeting an index that excludes food inflation. © 2025, European Central Bank. All rights reserved.","","","Article","Final","","Scopus","2-s2.0-105004924515"
"Sekine A.","Sekine, Atsushi (56524993100)","56524993100","Pass-through of exchange rates, import prices, and commodity prices into domestic prices in Japan: a STAR approach","2026","Japanese Economic Review","","","","","","0","10.1007/s42973-026-00272-6","https://www.scopus.com/pages/publications/105046634844?origin=resultslist","Since the outbreak of the COVID-19 pandemic, domestic prices in Japan have changed substantially. During the same period, exchange rates, import prices, and commodity prices also fluctuated widely worldwide. This study examines the pass-through of these external prices to domestic prices in Japan and investigates how it depends on the state of inflation. Using an exponential smooth transition autoregressive model that incorporates past inflation rates, we find significant nonlinearities in pass-through. The results show that the pass-through of import prices measured in domestic currency increases when past inflation deviates substantially from zero, both in Japan and in the United States. These findings highlight the importance of the inflation environment in explaining changes in pass-through during the post-pandemic period. We further show that pass-through has remained relatively high and highly responsive to past inflation in the United States. In contrast, pass-through in Japan remains relatively low and less sensitive to inflation, even during periods of elevated inflation. This suggests that import-price shocks may have more limited effects on domestic prices in Japan because of greater price stickiness. Finally, we examine the contributions of exchange rates and contract-currency import prices (or Japan-specific commodity prices) to domestic-currency import-price pass-through. The results indicate that contract-currency import prices play a more important role than exchange rates in explaining domestic price changes in Japan. © The Author(s) 2026.","Commodity prices; Exchange rate pass-through; Inflation environment; Producer prices; Smooth transition autoregressive model; Sticky prices","","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105046634844"
"García C.J.; González W.D.","García, Carlos J. (19134410200); González, Wildo D. (50263675800)","19134410200; 50263675800","Exchange rate intervention in small open economies: The role of risk premium and commodity price shocks","2013","International Review of Economics and Finance","25","","","424","447","13","10.1016/j.iref.2012.08.012","https://www.scopus.com/pages/publications/84866045460?origin=resultslist","We study the effect of country risk premium and commodity price shocks on monetary policy in small open economies. Risk premium shocks not only can explain most of the variance in the exchange rate, but also can expand GDP. Our estimations indicate that the impact of a real depreciation on exports far exceeds not only the balance sheet effect, but also the effect of an increase in the cost of imported inputs. However, in a more complex environment, where the changes in exports are offset by negative shocks to commodity prices, the contraction stemming from the balance sheet effect reappears. © 2012 Elsevier Inc.","Bayesian econometrics; Exchange rates; Monetary policy rules; Ramsey problem; Risk premium shocks","","Article","Final","","Scopus","2-s2.0-84866045460"
"Castro C.; Jiménez-Rodríguez R.","Castro, César (57188961424); Jiménez-Rodríguez, Rebeca (22937474300)","57188961424; 22937474300","The pass-through of energy commodity price volatility along the pricing chain in the euro area: A disaggregate approach","2025","International Review of Economics and Finance","104","","104733","","","3","10.1016/j.iref.2025.104733","https://www.scopus.com/pages/publications/105024355298?origin=resultslist","This paper extends the existing literature by assessing the pass-through of energy commodity price volatility to producer and consumer price volatility in the euro area at a disaggregated level. To do so, we first construct an appropriate database that matches euro area production sectors to the corresponding consumer goods. We next decompose the international commodity price indices by categories into a common factor and an idiosyncratic factor. We then estimate vector autoregression models for each branch and for each energy commodity category, including the common and idiosyncratic factors. Our results indicate that the volatility of the common factor is the main driver of producer and consumer price volatility, significantly affecting producer prices in more than half of the branches (especially energy-intensive branches such as petroleum , electricity-gas , and chemicals ), while most other branches absorb these shocks and maintain price stability. The volatility in the idiosyncratic components for coal, oil, and gas markets, by contrast, shows only limited pass-through. Overall, euro area producers largely absorb uncertainty, preserving consumer price stability, though some unaffected branches may exploit market volatility for price adjustments. © 2025 The Authors.","Consumer price volatility; Energy commodity price volatility; Principal component analysis; Producer price volatility; SVAR model","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105024355298"
"Bhar R.; Hamori S.","Bhar, Ramaprasad (6701340151); Hamori, Shigeyuki (6701462115)","6701340151; 6701462115","Information content of commodity futures prices for monetary policy","2008","Economic Modelling","25","2","","274","283","41","10.1016/j.econmod.2007.06.006","https://www.scopus.com/pages/publications/38349161009?origin=resultslist","This paper empirically examines the information content of commodity futures prices for monetary policy. We use the cross correlation function approach to empirically analyze the relationship between commodity futures prices and economic activities (e.g., consumer prices and industrial production) between January 1957 and February 2005. Empirical results show that commodity prices can serve as information variables for monetary policy not only in mean, but also in variance. © 2007 Elsevier B.V. All rights reserved.","CCF approach; Commodity futures prices; Information variable","","Article","Final","","Scopus","2-s2.0-38349161009"
"Su Z.","Su, Zhifang (57085683900)","57085683900","Why Chinese central bank should focus on headline inflation","2014","Acta Oeconomica","64","","","39","51","1","10.1556/AOecon.64.2014.Suppl.4","https://www.scopus.com/pages/publications/84954320467?origin=resultslist","In this paper, we explore the change in short-term headline-core inflation dynamic relationship using threshold error correction model, and explain why the Chinese central bank should focus on headline inflation when conducting monetary policy. The results find that: (1) the deviation between core and headline inflation is eliminated mainly through reverting core inflation to headline inflation in high inflation period, indicating that headline inflation catches the long-term trend of inflation much better than core inflation does; (2) movements in food price have become a significant source of public's inflation expectations and food inflation persistence is increasing, reflecting that the rising food price may not have been a transient phenomenon but has become a part of the long-term trend of inflation. The above conclusions imply Chinese central bank should not implement the monetary policy based on core inflation excluding food price but should make a certain response to the surging food price. © 2014 Akadémiai Kiadó, Budapest.","Core inflation; Headline inflation; Threshold vector error correction model","China; central bank; error correction; inflation; monetary policy; numerical model; vector","Conference paper","Final","","Scopus","2-s2.0-84954320467"
"Kebede H.A.","Kebede, Hundanol A (59158065600)","59158065600","The Pass-Through of International Commodity Price Shocks to Producers' Welfare: Evidence from Ethiopian Coffee Farmers","2022","World Bank Economic Review","36","2","","305","328","9","10.1093/wber/lhab020","https://www.scopus.com/pages/publications/85132720184?origin=resultslist","International commodity price shocks may have large impacts on producers in developing countries. In this paper, a unique household panel data from Ethiopia is utilized to show that a decrease in international coffee price has strong pass-through to the consumption of households that rely on coffee production as a main source of livelihood. It also results in decreases in on-farm labor supply (particularly male labor supply) and induces reallocation of labor towards non-coffee fields, but has negligible effect on off-farm labor supply. The decline in consumption has significant consequences on child malnutrition: children born in coffee-producing households during low coffee price periods have lower weight-for-age and weight-for-height z-scores than their peers born in non-coffee households.  © 2021 The Author(s) 2021. Published by Oxford University Press on behalf of the International Bank for Reconstruction and Development / THE WORLD BANK.","child health; commodity price shocks; consumption smoothing; Ethiopia; income shocks","Ethiopia; coffee; commodity price; consumption behavior; developing world; farmers knowledge; income distribution","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85132720184"
"Emediegwu L.E.; Rogna M.","Emediegwu, Lotanna E. (57221399828); Rogna, Marco (57189244888)","57221399828; 57189244888","Agricultural commodities’ price transmission from international to local markets in developing countries","2024","Food Policy","126","","102652","","","12","10.1016/j.foodpol.2024.102652","https://www.scopus.com/pages/publications/85194459434?origin=resultslist","The transmission of commodities prices from international to local markets is an interesting and deeply investigated topic. A fast and strong link between the two levels of the market is seen by economists as a sign of local market efficiency, allowing actors to respond fast to signals coming from the international market. However, empirical evidence on the topic is mixed, ranging from a very weak linkage between prices in the two markets to a high-speed and almost complete transmission. The present paper aims to advance the knowledge on the topic by focusing on the price transmission of four main cereals – maize, rice, sorghum, and wheat – in 23 developing and fragile economies. Employing a recent World Bank dataset with prices for several local markets in select countries, we estimate panel vector autoregressions (PVAR) to analyze the pass-through effects of international price shocks on local food prices. We find evidence for a relatively strong price transmission elasticity for all commodities except sorghum. Furthermore, the observed transmission of shocks is almost immediate. We present the policy implications of these findings. © 2024 The Author(s)","Commodities prices; Developing countries; Panel VAR; Price transmission","agricultural market; commodity price; developing world; vector autoregression","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85194459434"
"Triantafyllou A.","Triantafyllou, Athanasios (56490236700)","56490236700","Investing in commodities in times of uncertainty and lax monetary policy","2022","Research Anthology on Macroeconomics and the Achievement of Global Stability","","","","860","888","0","10.4018/978-1-6684-7460-0.ch047","https://www.scopus.com/pages/publications/85161886847?origin=resultslist","This chapter presents empirical evidence showing the impact of economic uncertainty and monetary policy on the volatility of commodity futures markets. The findings are in line with those of the relevant literature according to which rising uncertainty predicts rising volatility in commodity markets. The author shows that the unobservable economic uncertainty measures of Jurado et al. (2015) have a significant and long-lasting positive impact on the volatility of commodity prices. Hence, the OLS regression results show that commodity markets are significantly affected by the rising degree of unpredictability in the macroeconomy, while they are relatively immune to observable macroeconomic fluctuations. The expansionary monetary policy is followed by rising volatility in agricultural and energy markets, while it has much smaller effect on the volatility of metals markets. Financialization in commodity markets has increased the dynamic linkages between monetary policy shocks and commodity price volatility. © 2023 by IGI Global. All rights reserved.","","","Book chapter","Final","","Scopus","2-s2.0-85161886847"
"Andrle M.; Berg A.; Morales R.A.; Portillo R.; Vlcek J.","Andrle, Michal (56057424300); Berg, Andrew (7401596523); Morales, R. Armando (57189886966); Portillo, Rafael (55251907100); Vlcek, Jan (7101993105)","56057424300; 7401596523; 57189886966; 55251907100; 7101993105","On the Sources of Inflation in Kenya: A Model-Based Approach","2015","South African Journal of Economics","83","4","","475","505","5","10.1111/saje.12072","https://www.scopus.com/pages/publications/84975780086?origin=resultslist","We develop a semi-structural new-Keynesian open-economy model - with separate food and non-food inflation dynamics to study the sources of inflation in Kenya in recent years. To do so, we filter international and Kenyan data (on output, inflation and its components, exchange rates and interest rates) through the model to recover a model-based decomposition of most variables into trends (or potential values) and temporary movements (or gaps) - including for the international and domestic relative price of food. We use the filtration exercise to recover the sequence of domestic and foreign macroeconomic shocks that account for business cycle dynamics in Kenya over the last few years, with a special emphasis on the various factors (international food prices, monetary policy) driving inflation. We find that while imported food price shocks have been an important source of inflation, both in 2008 and more recently, accommodating monetary policy has also played a role, most notably through its effect on the nominal exchange rate. We also discuss the implications of this exercise for the use of model-based monetary policy analysis in sub-Saharan African countries. © 2014 Economic Society of South Africa.","Food Prices; Forecasting; Kenya; Low-Income Countries; Monetary Policy","Kenya; Sub-Saharan Africa; economic analysis; exchange rate; food market; inflation; interest rate; Keynesian theory; model test; monetary policy; price dynamics","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84975780086"
"Kaur S.","Kaur, Simranjeet (57224871485)","57224871485","A Decade of Impact of Monetary Policy on Food Inflation: An Overview and Future Direction","2023","Vision","27","4","","498","509","6","10.1177/09722629211015603","https://www.scopus.com/pages/publications/85107177450?origin=resultslist","This article presents a systematic literature review spanning the decade of 2010–2020 in a thematic fashion. It provides an in-depth analysis of how monetary policy regimes are responding to food inflation. It discusses about factors driving food inflation and the manner in which efficiency of financial markets facilitate policy transmission. Further, it explains how food insecurity is exacerbated by rise in food prices and the way high-income countries protect their farmers through input subsidies, indirectly contributing to global food price hike. It also argues that a strong monetary policy credibility can lend stationarity and mean-reversion to inflation rates. Next, it discusses the issues faced by central banks in measurement of inflation such as conflict of choice in different inflation measures and supply side constraints ranging from high farm-to-fork mark-ups to cartelization and hoarding. In subsequent section, it deals with the question whether to target headline or core inflation. After that, it presents a snapshot of various advanced and emerging countries operating their monetary policy in the presence of fiscal policy. It illustrates that the degree of fiscal intervention should be decided according to individual threshold of every country, taking into account the proportion of Ricardian and non-Ricardian population. © 2021 MID.","Commodity Price Shocks; Core Inflation; Food Inflation; Headline Inflation; Monetary Policy","","Article","Final","","Scopus","2-s2.0-85107177450"
"Kara E.","Kara, Engin (35272211900)","35272211900","Does US monetary policy respond to oil and food prices?","2017","Journal of International Money and Finance","72","","","118","126","21","10.1016/j.jimonfin.2016.12.004","https://www.scopus.com/pages/publications/85009982874?origin=resultslist","A common view is that US monetary policy does not respond to changes in volatile energy and food prices. Despite this view, the popular New Keynesian models assume Taylor-type rules under which the short-term interest rates react to headline inflation. This paper evaluates the fit of alternative Taylor rules within an estimated New Keynesian model. A main finding is that the US central bank includes energy and food prices in its policy rule, although the weight assigned to these prices is much smaller than their share in the economy. © 2016 Elsevier Ltd","Core inflation; DSGE models; Multiple Calvo; Sector-specific shocks; Taylor rules","","Article","Final","","Scopus","2-s2.0-85009982874"
"Palazzi R.B.; Meira E.; Klotzle M.C.","Palazzi, Rafael Baptista (57210845522); Meira, Erick (57191618655); Klotzle, Marcelo Cabus (36165006200)","57210845522; 57191618655; 36165006200","The sugar-ethanol-oil nexus in Brazil: Exploring the pass-through of international commodity prices to national fuel prices","2022","Journal of Commodity Markets","28","","100257","","","16","10.1016/j.jcomm.2022.100257","https://www.scopus.com/pages/publications/85127941768?origin=resultslist","Understanding the pass-through mechanisms from international energy and agricultural markets to domestic energy markets is crucial for policy making, fuel hedging and risk management strategies. We provide a first insight into the asymmetric effects of international energy and agricultural commodity prices on fuel prices in Brazil, a country that supplies much of the ethanol that the world demands. Closing prices data for the years between 2015 and 2020 are considered under a multivariate nonlinear autoregressive distributed lag (NARDL) framework. Our findings suggest that prices for the reformulated blendstock for oxygenate blending (RBOB) have had both short- and long-run asymmetric effects on domestic gasoline prices in Brazil, while surges in heating oil (HO) prices have led to declines in Brazilian ethanol prices. We also consider nonparametric causality tests, which support the findings towards a considerable influence of HO on Brazilian ethanol price returns. Policy and stakeholder implications are further discussed, along with avenues for future studies. © 2022 Elsevier B.V.","Asymmetric pass-through; Commodity markets; Ethanol; Gasoline; NARDL","","Article","Final","","Scopus","2-s2.0-85127941768"
"Fasanya I.O.; Awodimila C.P.","Fasanya, Ismail O. (55391158800); Awodimila, Crystal P. (57218510645)","55391158800; 57218510645","Are commodity prices good predictors of inflation? The African perspective","2020","Resources Policy","69","","101802","","","28","10.1016/j.resourpol.2020.101802","https://www.scopus.com/pages/publications/85089379308?origin=resultslist","This paper examines the predictive ability of commodity prices in forecasting inflation in two largest African economies. We consider an augmented Phillips curve model with symmetric and asymmetric commodity prices to forecast headline and core inflation using different methodological approaches. We found evidence of persistency, endogeneity and conditional heteroscedasticity in the predictors; thus, we apply the Westerlund and Narayan (2015) estimator which allow for these features in the predictive model. Consequently, we extend our model to account for asymmetries in commodity price changes. Our results show that commodity price indexes are good predictors for both headline and core inflation in both Nigeria and South Africa. Therefore, amidst all the competing multi-predictor framework, commodity prices outperform all other variants both in the in-sample and out-of-sample forecasts. © 2020 Elsevier Ltd","","Nigeria; South Africa; Economics; Forecasting; Predictive analytics; Commodity prices; Conditional heteroscedasticity; Core inflation; Methodological approach; Out-of-sample forecast; Phillips curves; Predictive abilities; Predictive modeling; asymmetry; commodity price; developing world; inflation; prediction; Costs","Article","Final","","Scopus","2-s2.0-85089379308"
"Iddrisu A.-A.; Alagidede I.P.","Iddrisu, Abdul-Aziz (57213198628); Alagidede, Imhotep Paul (23970253600)","57213198628; 23970253600","Monetary policy and food inflation in South Africa: A quantile regression analysis","2020","Food Policy","91","","101816","","","50","10.1016/j.foodpol.2019.101816","https://www.scopus.com/pages/publications/85077706685?origin=resultslist","Although optimal monetary policy stabilizes food inflation theoretically, empirical studies remain limited not only in the context of volumes and the estimation approaches, but are focused on selected advanced and emerging countries to the neglect of Africa where poverty and dominance of food in the consumption basket are more pronounced. We provide empirical evidence in the context of South Africa using quantile regressions. Rising food prices are destabilized even further by restrictive monetary policy; a finding that has ramifications for inflation targeting, especially given that a quarter of the country's population is food poor. © 2020 Elsevier Ltd","Consumption basket; Food Inflation; Monetary policy; Poverty; Quantile regression","South Africa; food intake; food policy; inflation; monetary policy; numerical model; poverty alleviation; regression analysis","Article","Final","","Scopus","2-s2.0-85077706685"
"Schischke A.; Rathgeber A.","Schischke, Amelie (57219598366); Rathgeber, Andreas (54405765300)","57219598366; 54405765300","Commodities and monetary policy—the role of interest rates revisited","2025","Journal of International Money and Finance","158","","103416","","","2","10.1016/j.jimonfin.2025.103416","https://www.scopus.com/pages/publications/105014251527?origin=resultslist","In this study, we examine whether and how the impact of monetary policy on commodity markets changed due to the unconventional monetary policy actions, such as large-scale asset purchase programs and forward guidance, implemented by the Federal Reserve when the interest rate reached its zero lower bound (ZLB) posterior to the financial crisis. Utilizing a structural vector autoregressive (SVAR) model and a sub-period analysis, we identify a significant influence of interest rates on commodity prices before the crisis, with a contractionary monetary policy shock leading to rising prices. However, during the ZLB period, unconventional monetary policy shocks resulted in declining commodity prices, highlighting a directional shift. Our findings underscore the role of monetary policy mechanisms in shaping commodity markets and reveal variations across commodity classes, particularly industrial metals and precious metals. These insights hold practical implications for investors and policymakers. © 2025 The Authors","(Un-)conventional monetary policy; Commodity prices; Structural breaks; Structural vector autoregressive model","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105014251527"
