"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Hałka A.; Szafranek K.","Hałka, Aleksandra (56416379000); Szafranek, Karol (57188631991)","56416379000; 57188631991","Whose Inflation Is It Anyway? Inflation Spillovers Between the Euro Area and Small Open Economies","2016","Eastern European Economics","54","2","","109","132","20","10.1080/00128775.2015.1126788","https://www.scopus.com/pages/publications/84961898739?origin=resultslist","For the last two years, inflation has been steadily falling across the countries of the European Union, generating mounting deflationary pressures. Recent studies suggest that apart from the global determinants influencing broad inflation measures (e.g., plummeting commodity prices), core inflation components are subject to the rising influence of globalization. Our analysis focuses on two aspects: the percentage of Harmonised Index of Consumer Prices (HICP) components affected by deflation, and the spillovers of headline, core, non-energy goods and services inflation between the euro area and selected small open economies. In order to address the issue of inflation broadness, we calculate the percentages of HICP components whose annual growth rates fall into certain ranges and introduce a simple measure, the discrepancy index, to show the relative strength of deflationary and inflationary groups. To address the problem of quantifying inflation spillovers across the selected economies, we use the Diebold and Yilmaz spillover indices. The results indicate that the share of deflationary groups for most countries has been consistently rising since 2010, with the discrepancy index approximating its all-time lows in the fourth quarter of 2014. Simultaneously we show that the spillover index for non-energy industrial goods and services inflation has recently risen considerably, with the measure for headline inflation remaining elevated and the one for core inflation dropping. The euro area remains a net inflation transmitter in most cases. © Copyright 2016 Taylor & Francis Group, LLC.","disaggregation; euro area; inflation; small open economy; spillovers; VAR","Europe; commodity price; economic analysis; European Union; inflation; international trade; small and medium-sized enterprise; spillover effect","Article","Final","","Scopus","2-s2.0-84961898739"
"Hammoudeh S.; Nguyen D.K.; Sousa R.M.","Hammoudeh, Shawkat (6602687914); Nguyen, Duc Khuong (25633212500); Sousa, Ricardo M. (35270013700)","6602687914; 25633212500; 35270013700","US monetary policy and sectoral commodity prices","2015","Journal of International Money and Finance","57","","","61","85","114","10.1016/j.jimonfin.2015.06.003","https://www.scopus.com/pages/publications/84939567820?origin=resultslist","Using a Structural VAR (SVAR) model, we examine the effects of the monetary policy of the United States on sectoral commodity prices (including the non-fuel commodity prices, food prices, beverage prices, prices of agricultural raw materials, prices of metals and prices of fuel (energy) commodities) and macroeconomic activity. The empirical evidence suggests that a U.S. monetary contraction leads to an immediate rise in the broad commodity price index, which possibly reflects an aggregation bias, greater expected inflation and speculation, high production costs or some overshooting due to overreactions. Then, the response erodes after six quarters as the positive interest rate shock vanishes and higher interest rates and liquidity drainage take traction. Despite this, the aggregate price response masks the existence of significant heterogeneity in the price responses of the different types of commodity sectors. More specifically, a positive interest rate shock leads to: (i) an initial pop in the price returns of the non-fuel commodities, which later reverses path and becomes negative (as in the case of the prices of agricultural raw materials); (ii) a positive and persistent rise in the volatile food prices; (iii) a fall in the beverage prices; and (iv) a persistent reduction in the prices of metals and the prices of energy prices. Our results also remain globally intact with respect to alternative specifications and identification schemes as well as to unconventional monetary policy effects. Similar results are also found when commodity futures prices are used. We conclude that policymakers should recognize the source of sector inflation before embarking on contractionary monetary policy. The design of core inflation targeting is also preferable to headline inflation targeting. © 2015 Elsevier Ltd.","Commodity prices; Monetary policy; Structural VAR","","Article","Final","","Scopus","2-s2.0-84939567820"
"Coutinho L.; Licchetta M.","Coutinho, Leonor (23391704500); Licchetta, Mirko (40761797300)","23391704500; 40761797300","Inflation Differentials in the Euro Area at the Time of High Energy Prices","2025","Open Economies Review","36","5","","1463","1497","2","10.1007/s11079-025-09802-y","https://www.scopus.com/pages/publications/105004351693?origin=resultslist","Inflation differentials in the euro area widened in 2022 to historically high levels in the context of a surge in energy and other commodity prices. On the one hand, some degree of inflation differentials within the euro area may be seen as a natural part of an adjustment process, rather than a problem per se for economic policy. On the other hand, persistent inflation differentials can adversely affect competitiveness in higher inflation countries. This paper uses principal component and panel regression models to investigate the drivers of inflation differentials. Our empirical estimates suggest the impact of a common shock – asymmetric across Member States and mostly related to the increase in energy and food prices – can explain up to two thirds of the increase in headline inflation in 2022. The estimated responses to the common factor increase with energy intensity, reflecting the important role of energy prices in driving global shocks to inflation, and decline with the share of services in Gross Value Added (GVA), suggesting that countries with a larger manufacturing sector have been more sensitive to common factors. The common factor is also found more prominent in 2020–22 than in previous periods. The remainder of inflation developments can be explained by more local and crisis related factors. Results are robust to including a lagged dependent variable in the model, instead of accounting for the autocorrelation in the residuals with GLS estimates. The lagged dependent variable captures some of the effect of the common factor, suggesting that persistence may be associated with a relatively long pass-through for the energy shock, related to the staggered nature of supply contracts and price setting in the euro area. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.","Deflation; Energy and the Macroeconomy; Inflation; Macroeconomic Issues of Monetary Unions; Price Level","Europe; competitiveness; energy market; inflation; macroeconomics; monetary union","Article","Final","","Scopus","2-s2.0-105004351693"
"Siami-Namini S.; Hudson D.; Trindade A.A.; Lyford C.","Siami-Namini, Sima (57201302278); Hudson, Darren (7202892942); Trindade, Adao Alexandre (8559896300); Lyford, Conrad (6508249946)","57201302278; 7202892942; 8559896300; 6508249946","Commodity price volatility and U.S. monetary policy: Commodity price overshooting revisited","2019","Agribusiness","35","2","","200","218","17","10.1002/agr.21564","https://www.scopus.com/pages/publications/85064087604?origin=resultslist","Commodity price volatility has created concerns for central bank policy-makers. Recent commodity prices peaked in the consequences of the financial crisis of 2007, and they have remained relatively volatile since. As they are often seen as being connected in a cause and effect relationship with inflation and real output, the driving forces behind commodity price volatility are necessary for the conduct of monetary policy. Using an autoregressive moving average with an exponential generalized autoregressive conditional heteroscedastic (ARMA-EGARCH) process, we extract the conditional variance series to find volatility spillover between monetary policy and commodity price index. The findings show that the volatility of agricultural commodity price index and other commodities price indices overshoot the long-run equilibrium price in response to an impulse in monetary policy. © 2018 Wiley Periodicals, Inc.","ARMA-EGARCH model; commodity prices; monetary policy; overshooting hypothesis; VECM approach","","Article","Final","","Scopus","2-s2.0-85064087604"
"Siami-Namini S.","Siami-Namini, Sima (57201302278)","57201302278","U.S. Monetary Policy and Commodity Prices: A SVECM Approach","2021","Economic Papers","40","4","","288","312","6","10.1111/1759-3441.12309","https://www.scopus.com/pages/publications/85105019623?origin=resultslist","This article discusses how U.S. monetary policy shocks can influence commodity prices. Historically, a lot of studies in the literature have investigated the impact of short-term interest rates on different types of commodity prices. This article takes a more comprehensive approach and contributes to the literature by analysing the effect of both short- and long-term interest rates as well as M2 money stock on commodity prices at aggregate and sub-indices levels. The “B-model” variant of structural vector error correction models (SVECMs) is used to estimate the restricted contemporaneous impact matrix (SR) and the restricted long-term impact matrix (LR). Furthermore, SVECMs impulse response functions are used to evaluate the extent to which monetary policy shocks explain commodity prices. In contrast with the results of previous studies, we do not find evidence of a strong response pattern of commodity prices to monetary policy shocks in the short term. However, monetary policy shocks can explain commodity prices and their components in the long term. From a policy point of view, monetary authorities should exercise caution in using short-term effects of monetary policy instruments on commodity prices, given their long-term impact is inflationary while there are no beneficial short-term effects. © 2021 The Economic Society of Australia.","B-model; Commodity prices; Monetary policy; SVECMs","","Article","Final","","Scopus","2-s2.0-85105019623"
"Cruz M.; Sánchez A.; Amann E.","Cruz, Moritz (8582823100); Sánchez, Armando (26650270600); Amann, Edmund (7006601766)","8582823100; 26650270600; 7006601766","Mexico: Food price increases and growth constraints","2011","Cepal Review","","105","","73","86","7","10.18356/0aafee9a-en","https://www.scopus.com/pages/publications/84861412635?origin=resultslist","This paper uses dynamic panel techniques to evaluate the extent to which Mexico's consumer price index will be affected by food price inflation in the long term. We argue that sharp increases in international food prices (of the type seen since 2001) are likely to persist and to reinforce domestic growth constraints in Mexico. Our results suggest that in an economy like Mexico's that is highly dependent on imported food, the consumer price index will be noticeably affected by international food price increases. Conducting monetary policy without reference to the structural issue of food price inflation is therefore likely to be ineffective in controlling inflation and could be damaging in terms of its impact on demand and growth. Thus, the revitalization of the Mexican agricultural sector should be a centrepiece of future counter-inflationary policy.","Economic growth; Economic statistics; Food prices; Food production; Inflation; Mathematical analysis; Mexico; Price indices","","Article","Final","","Scopus","2-s2.0-84861412635"
"Gospodinov N.; Jamali I.","Gospodinov, Nikolay (6506561526); Jamali, Ibrahim (37066057700)","6506561526; 37066057700","Monetary policy uncertainty, positions of traders and changes in commodity futures prices","2018","European Financial Management","24","2","","239","260","35","10.1111/eufm.12150","https://www.scopus.com/pages/publications/85034230683?origin=resultslist","This paper examines the sensitivity of commodity price changes to monetary policy uncertainty. We find evidence that the response of commodity price changes hinges on the sign of the monetary policy shock, the level of monetary policy uncertainty as well as a recession dummy. Uncertainty associated with negative monetary policy shocks leads to a decrease in commodity prices and excess speculative activity. The results from estimating an asset pricing model suggest that monetary policy uncertainty appears not to be a priced risk factor in the cross-section of commodity price changes. © 2017 John Wiley & Sons, Ltd.","asset pricing model; commodity prices; Fama-Macbeth regression; futures basis; futures data; monetary policy uncertainty; positions of traders; speculators","","Article","Final","","Scopus","2-s2.0-85034230683"
"Agnello L.; Castro V.; Hammoudeh S.; Sousa R.M.","Agnello, Luca (56637054100); Castro, Vítor (7006824332); Hammoudeh, Shawkat (6602687914); Sousa, Ricardo M. (35270013700)","56637054100; 7006824332; 6602687914; 35270013700","Global factors, uncertainty, weather conditions and energy prices: On the drivers of the duration of commodity price cycle phases","2020","Energy Economics","90","","104862","","","47","10.1016/j.eneco.2020.104862","https://www.scopus.com/pages/publications/85088904579?origin=resultslist","We investigate the role of global factors in explaining the length of commodity price cycle phases, using a continuous-time Weibull duration model and data for a panel of 33 countries over the period 1980Q1–2015Q4. We find evidence of increasing (constant) positive duration dependence for commodity price booms and busts (normal time spells). Global macroeconomic conditions - in particular, inflation, economic policy uncertainty and monetary policy actions - significantly affect the duration of all commodity price cycle phases. Global environmental conditions also impact the duration of commodity price booms, with a rise in average temperature (rainfall) increasing (reducing) their lengths. A larger number of military conflicts around the globe is associated with shorter booms and busts. Finally, we find that higher oil prices are linked with longer booms and shorter busts. © 2020 Elsevier B.V.","Commodity price cycles; Continuous-time Weibull model; Global factors","Continuous time systems; Costs; Economics; Energy policy; Oil booms; Public policy; Commodity prices; Continuous-time; Duration dependence; Duration modeling; Economic policies; Environmental conditions; Military conflicts; Monetary policies; commodity price; crude oil; economic conditions; economic policy; environmental conditions; inflation; macroeconomics; monetary policy; price dynamics; weather; Crude oil price","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85088904579"
"Klotz P.; Lin T.C.; Hsu S.-H.","Klotz, Philipp (56400592600); Lin, Tsoyu Calvin (55467839200); Hsu, Shih-Hsun (57135929200)","56400592600; 55467839200; 57135929200","Global commodity prices, economic activity and monetary policy: The relevance of China","2014","Resources Policy","42","","","1","9","43","10.1016/j.resourpol.2014.08.001","https://www.scopus.com/pages/publications/84908403057?origin=resultslist","After decades of strong economic growth, industrialization and rising living standards, China has become a dominant player in commodity markets. This study attempts to shed light on the role of China in global commodity price dynamics.The empirical analysis applies (Toda and Yamamoto, 1995, J Econom, 66, 225-250) type Granger causality tests and Generalized Impulse Response Functions (GIRF) to examine causal linkages and short-run dynamics between global commodity prices, economic activity, and monetary policy of China from 1998 to 2012.Our results provide evidence that economic activity is Granger causing both energy and industrial metals prices. As for the GIRF analysis, our findings suggest that energy and industrial metals prices respond positively to an increase in the economic activity and that agricultural as well as energy commodity prices overshoot after a drop in the real interest rate of China. We further find evidence that industrial metals prices tend to be higher when China's exchange rate system is relaxed. © 2014 Elsevier Ltd.","China; Commodity price; Generalized impulse response function; Overshooting; Toda-Yamamoto","China; China; Commodity prices; Impulse response functions; Overshooting; Toda-Yamamoto; commodity price; economic activity; economic growth; empirical analysis; exchange rate; globalization; Granger causality test; monetary policy","Article","Final","","Scopus","2-s2.0-84908403057"
"Carrière-Swallow Y.; Koumtingué N.F.; Weber S.","Carrière-Swallow, Yan (54394984200); Koumtingué, Nelnan Fidèle (56509610400); Weber, Sebastian (57209138028)","54394984200; 56509610400; 57209138028","Inflation and Monetary Policy in a Low-Income and Fragile State: The Case of Guinea","2025","Journal of African Economies","34","1","","1","25","1","10.1093/jae/ejad024","https://www.scopus.com/pages/publications/85212325440?origin=resultslist","Inflation in low-income countries is often high and volatile, driven by external shocks. In addition, inflation in fragile states is affected by highly volatile domestic factors that complicate monetary policy's ability to deliver price stability. We estimate the drivers of inflation in Guinea since the early 2000s, a period in which the country suffered major shocks from pandemics, commodity price movements, and multiple military coups, and during which inflation averaged 12%. Results confirm that global commodity and transport prices account for a large share of the variation in inflation. The contribution of monetary policy shocks to inflation is moderate, reflecting its broadly neutral stance throughout most of the last two decades. However, monetary policy has occasionally made larger contributions to inflation, and recently helped contain price pressures from high commodity prices. The effectiveness of monetary policy reflects a strong relationship between monetary aggregates and the exchange rate.  © 2024 The Author(s). Published by Oxford University Press on behalf of the Centre for the Study of African Economies, all rights reserved.","fragile states; inflation; low-income countries; monetary policy","Guinea; commodity price; developing world; exchange rate; inflation; monetary policy; political conflict; price dynamics","Article","Final","","Scopus","2-s2.0-85212325440"
"Fertő I.; Podruzsik S.","Fertő, Imre (8314653200); Podruzsik, Szilárd (56199257800)","8314653200; 56199257800","Price Caps, Retail Margins and Pork Price Transmission in Hungary","2026","Agribusiness","","","","","","0","10.1002/agr.70153","https://www.scopus.com/pages/publications/105048551276?origin=resultslist","This paper examines vertical price transmission in the Hungarian pork-leg supply chain during a period of high food inflation and intensive retail-market intervention. Using weekly data from 2021w7 to 2026w19, we distinguish two directly linked market pairs: producer-to-retail procurement and retail procurement-to-consumer. Baseline ARDL estimates show strong upstream pass-through, with a long-run elasticity of 0.785 from producer to procurement prices, but much weaker downstream pass-through, with an elasticity of 0.275 from procurement to net consumer prices. Policy-regime estimates, supported by Newey-West HAC-robust inference, indicate that the food-price-cap-only period coincided with sharply compressed downstream pass-through, while upstream transmission remained substantial. Nonlinear ARDL and threshold diagnostics do not support a robust long-run asymmetry interpretation. The findings suggest that incomplete pork-leg price transmission in Hungary was concentrated mainly at the consumer-facing retail-pricing stage, rather than reflecting uniformly weak transmission along the entire supply chain. © 2026 Wiley Periodicals LLC.","food price inflation; Hungary; pork market; price caps; retail regulation; supply chains; vertical price transmission","","Article","Article in press","All Open Access; Bronze Open Access","Scopus","2-s2.0-105048551276"
"Thorbecke W.; Zhang H.","Thorbecke, Willem (6701691043); Zhang, Hanjiang (35212452900)","6701691043; 35212452900","Monetary policy surprises and interest rates: Choosing between the inflation-revelation and excess sensitivity hypotheses","2009","Southern Economic Journal","75","4","","1114","1122","4","","https://www.scopus.com/pages/publications/66349136817?origin=resultslist","Romer and Romer (2000) reported that federal funds rate increases may raise expected inflation by revealing the Federal Reserve's private information about inflation. Gurkaynak, Sack, and Swanson (2005a) presented evidence that funds rate increases lowered long-term expected inflation. To choose between these hypotheses, we examine how monetary policy surprises affect daily traded commodity prices, term interest rates, and forward interest rates. We find that funds rate increases in the 1970s raised gold and silver prices and that increases after 1989 lowered gold and silver prices. We also find that funds rate hikes over both sample periods primarily affected short-term interest rates and near-term forward rates. For the 1970s, these results suggest that Romer and Romer's explanation is correct. For recent years, they indicate that funds rate increases affect real rates and may also be consistent with the findings of Gurkaynak, Sack, and Swanson.","","","Article","Final","","Scopus","2-s2.0-66349136817"
"Goyal A.; Pandey V.","Goyal, Ashima (57210730810); Pandey, Vipasha (60698695500)","57210730810; 60698695500","Indian Industrial Pricing Under Flexible Inflation Targeting","2026","South Asian Journal of Macroeconomics and Public Finance","","","","","","0","10.1177/22779787261457203","https://www.scopus.com/pages/publications/105042265162?origin=resultslist","A puzzling characteristic of post-pandemic Indian inflation is the fall, within 10 years of adopting flexible inflation targeting (FIT), in core inflation to lifetime lows despite high growth and recurrent commodity price shocks. Establishing the credibility of FIT is expected to take time in emerging markets (EMs) since prerequisites are thought to include independent central banks (CBs) that focus only on inflation, giving up other types of intervention. The Indian CB, however, continued foreign exchange intervention and its coordination with the government improved over the period. Even so, our evidence from multiple exercises with a disaggregated industry panel suggests firms’ pass-through of supply shocks reduced in the FIT period. The results support the effectiveness of the communications and expectations channel in EMs compared to other channels. EM features imply prerequisites for successful FIT may not be the traditional ones. Flexible, not strict, inflation targeting, with procedures adapted to the context, can reduce growth sacrifice while lowering inflation. JEL Classification: E31, E32 © 2026 The Author(s)","expectations channel; firms’ price-setting; Inflation targeting; supply shocks","","Article","Article in press","","Scopus","2-s2.0-105042265162"
"Sekine A.","Sekine, Atsushi (56524993100)","56524993100","Commodity price pass-through and inflation in Japan: a nonlinear time series analysis","2025","Applied Economics Letters","32","6","","808","811","3","10.1080/13504851.2023.2289412","https://www.scopus.com/pages/publications/105001930278?origin=resultslist","Declining pass-through of commodity prices in Japan has been reported in the related literature. In this study, I investigate why the pass-through has declined in Japan over time. By estimating the threshold autoregressive model that considers past inflation rates, I find that the short- and long-run pass-throughs are lower in low-inflation regimes. This suggests that the state of inflation plays an important role in understanding declining pass-through in Japan. Second, energy prices have a significant effect on inflation in both the short and long run. However, I could not identify the effects of non-energy prices on inflation. This result suggests that the Bank of Japan needs to pay significant attention to energy prices to control inflation, particularly when it faces high inflation. © 2023 Informa UK Limited, trading as Taylor & Francis Group.","Commodity price; inflation; pass-through; threshold autoregressive model","Japan; central bank; commodity price; energy market; financial policy; inflation; time series analysis","Article","Final","","Scopus","2-s2.0-105001930278"
"Ewing B.T.; Thornton M.; Yanochik M.","Ewing, Bradley T. (7005781888); Thornton, Mark (7101787056); Yanochik, Mark (6506258087)","7005781888; 7101787056; 6506258087","Investment in New Proved Oil Reserves: An Austrian Perspective","2017","Journal of Business Valuation and Economic Loss Analysis","12","s1","20160017","","","0","10.1515/jbvela-2016-0017","https://www.scopus.com/pages/publications/85026674888?origin=resultslist","Exploration and production (E&P) companies must replace oil produced with new proved reserves in order to sustain their existence, generate future revenues and value. Extensions constitute the largest type of additions to new proved reserves. Adding reserves through extensions is capital intensive and both the real price of oil (represented by real refiner acquisition cost) and real interest (represented by real yield on 10 year Treasury bond) will influence the investment in new discoveries of proved reserves. However, recent periods of unusually high commodity prices and ultra-low interest rates, often linked to monetary policy, may have led to an over-investment in reserves through extensions. Accordingly, using U.S. data (1977-2014) we test for the existence of ""explosive behavior"" in the volume of extensions over time with financial time series econometric methods referred to as right-tail ADF tests which have traditionally been used for identifying speculative bubbles in asset markets. Empirical evidence identifies a period of explosive (""bubble-like"") behavior in the time series of extensions having occurred beginning 2010 through 2014. This research provides an Austrian explanation for the empirical results consistent with the notion of malinvestment. © 2017 Walter de Gruyter GmbH, Berlin/Boston 2017.","Malinvestment; New; Proved; Reserves","","Article","Final","","Scopus","2-s2.0-85026674888"
"Dietrich A.M.","Dietrich, Alexander M. (57222896124)","57222896124","Consumption categories, household attention, and inflation expectations: Implications for optimal monetary policy","2024","Journal of Monetary Economics","147","","103594","","","10","10.1016/j.jmoneco.2024.103594","https://www.scopus.com/pages/publications/85192071302?origin=resultslist","What inflation measure should central banks target? This paper highlights a mechanism where monetary policy optimally targets headline inflation if households pay limited attention to different consumption categories when forming inflation expectations. This result stands in contrast to standard rational expectations models, where optimal policy targets core inflation. The core inflation rate excludes volatile energy and food prices (non-core) from headline inflation. Using novel survey data on inflation expectations for disaggregated consumption categories, I find household expectations are disproportionately driven by beliefs about future non-core prices. A model of bounded rationality accounts for the empirical evidence. While forming inflation expectations, households pay more attention to the volatile non-core components. Embedding this framework into a multi-sector New Keynesian model, I show that targeting headline rather than core inflation provides welfare gains. © 2024 Elsevier B.V.","Expectations; Inflation; Monetary policy; Survey","","Article","Final","","Scopus","2-s2.0-85192071302"
"Pourroy M.; Carton B.; Coulibaly D.","Pourroy, Marc (55216578100); Carton, Benjamin (26647360600); Coulibaly, Dramane (54779419400)","55216578100; 26647360600; 54779419400","Food prices and inflation targeting in emerging economies","2016","International Economics","146","","","108","140","33","10.1016/j.inteco.2015.12.001","https://www.scopus.com/pages/publications/84955567343?origin=resultslist","The two episodes of food price surges in 2007 and 2011 followed by a drop in 2014 have been particularly challenging for developing and emerging economies' central banks and have raised the question of how monetary authorities should react to such external relative price shocks. We investigate the optimal monetary policy that manages food price shocks. To this end, we develop a new-Keynesian small open-economy model that incorporates world food price shocks. We show that the optimal monetary policy depends on country income level. In low and medium income countries, overall consumer price targeting is optimal, while in high-income countries non-food inflation targeting is the best option. This result holds not only because food represents a significant share in total consumption in low and medium income countries, but also because of food good composition. Indeed, the poorer the country, the higher the share of purely domestic food in consumption and the more detrimental lack of attention to the evolution in food prices. © 2016 CEPII (Centre d'Etudes Prospectives et d'Informations Internationales), a center for research and expertise on the world economy.","Commodities; DSGE models; Food prices; Monetary policy","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84955567343"
"Wagan Z.A.; Chen Z.; Seelro H.; Shah M.S.","Wagan, Zulfiqar Ali (57200528205); Chen, Zhang (56413258000); Seelro, Hakimzadi (57200530125); Shah, Muhammad Sanaullah (57208004346)","57200528205; 56413258000; 57200530125; 57208004346","Assessing the effect of monetary policy on agricultural growth and food prices","2018","Agricultural Economics (Czech Republic)","64","11","","499","507","13","10.17221/295/2017-AGRICECON","https://www.scopus.com/pages/publications/85063545977?origin=resultslist","Agricultural growth is closely associated with sustainable economic development. This is especially true from the perspective of developing countries, such as India and Pakistan, where significant portions of the labour force are dependent on agriculture for their livelihood. This study analysed the impact of macroeconomic policy (i.e. monetary policy) on employment, food inflation, and agricultural growth by analysing to what extent monetary policy is effective in controlling food price inflation, the effect of contractionary monetary policy on the agricultural sector’s employment and productivity, and the extent of monetary policy transmission to money market rates and 10-year interest rates. We did so by applying a factor-augmented vector autoregressive model proposed by Bernanke et al. (2005) to agricultural data from 1995 and 1996 to 2016 for India and Pakistan, respectively. We found that tight monetary policy significantly reduced food inflation and agricultural production while increasing the rural unemployment rate. Short-term and 10-year interest rates increased owing to the contractionary monetary policies pursued by both countries. An inclusive monetary policy whereby policymakers work alongside governments to achieve price stabilisation and reasonable employment rates is recommended. © 2018, Czech Academy of Agricultural Sciences. All rights reserved.","Agricultural growth; Food inflation; Monetary policy","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85063545977"
"Ayyoub M.","Ayyoub, Muhammad (57218554735)","57218554735","International Linkages of Inflation-Output Dynamics: Fresh GVAR Evidence from Pakistan and Its Trading Partners","2024","Economic Papers","43","3","","236","256","0","10.1111/1759-3441.12416","https://www.scopus.com/pages/publications/85191738148?origin=resultslist","The key purpose of this study is to explore the relationship between inflation and output dynamics in a global macroeconomic framework by utilising time-series data from Pakistan and thirty-two trading partners which account for around 95 per cent of foreign trade of Pakistan, over the period 1979Q2–2016Q4. By featuring the GVAR approach, this paper empirically examined the international linkages to account for cross-country inflationary spillovers. The findings show that both foreign and global variables jointly and significantly matter for the inflation-output relationship in developing economies, in general and, in particular, in the economy of Pakistan. The findings from general impulse response functions (GIRF) reveal that shocks to the US real output, oil prices and food prices are transmitted and settled quickly, and put forward a significant impact on real GDP and inflation in Pakistan and its trading partner economies. Inflation in Pakistan is driven more strongly by the global changes in oil and food prices than GDP. For monetary policy formulation, the central bank should take into account developments in inflation-output dynamics of Pakistan's major trading partners. © 2024 The Economic Society of Australia.","global VAR; impulse response functions; inflation-output dynamics; inflationary spillovers; monetary policy; Pakistan; trade flows","","Article","Final","","Scopus","2-s2.0-85191738148"
"Yao W.; Alexiou C.","Yao, Wei (57417552400); Alexiou, Constantinos (35863917800)","57417552400; 35863917800","Exploring the transmission mechanism of speculative and inventory arbitrage activity to commodity price volatility. Novel evidence for the US economy","2022","International Review of Financial Analysis","80","","102027","","","16","10.1016/j.irfa.2022.102027","https://www.scopus.com/pages/publications/85123099224?origin=resultslist","In the realm of monetary policy, we explore the transmission mechanism that relates speculative activity, inventory arbitrage activity, and commodity price volatility. In this direction, an ARMA-GARCH model is adopted to test this transmission effect on seven commodities using weekly U.S. data for the period 2008:12 to 2018:6. The results suggest that inventory arbitrage activities transmit monetary policy's effect onto commodities by strengthening the effect of the real interest rate on commodities' prices; in the case of palladium and crude oil's price conditional variances however the opposite effect is established. Speculative activities transmit monetary policy's effect mainly on commodities by increasing the positive effect of the real interest rate on metals and crude oil's prices, and on palladium and crude oil's price conditional variances. Our results show that inventory arbitrage activities are negatively related with commodities' prices, whilst speculative activities are positively related with commodities' prices. The two activities appear to exert mixed effects on commodities' price conditional volatilities. Additional evidence indicates that the relationship between the real interest rate and commodities' prices is positive and significant when unconventional monetary policy is considered, whilst we find that the real interest rate does not have any significant impact on most commodities' price conditional volatilities. © 2022 The Authors","Commodity price volatility; Inventory arbitrage activity; Monetary policy; Speculative activity; Transmission mechanism","","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85123099224"
"Dongmo C.","Dongmo, Christophe (57189341910)","57189341910","Human Rights and the International Governance of Unfair Trade Policies Towards Africa","2025","Handbook on Business, Human Rights, and the Environment in Africa","","","","827","848","0","10.1007/978-3-032-03261-4_35","https://www.scopus.com/pages/publications/105030636175?origin=resultslist","Africa captures a sizeable share and has a significant place in the world economy. The continent has a large domestic market that possesses important opportunities and challenges for international trade. Even though Africa still only has 2% of world trade, international trade is key to Africa’s economic growth because trade is vital to the continent’s economic future. However, Africa still faces capacity challenges or constraints in international trade. These include small domestic markets, high costs of transportation, higher commodity prices, and headline inflation. Other restraints to trade relate to low capability to negotiate trade agreements, limited funds for research and development, deficits in meeting multilateral trading commitments, and deficits in market access. As a result, the low performance in trade facilitation indicators hampers the development of intra-African trade. Therefore, many African countries underperform in linear shipping connectivity, e-commerce, and doing business indicators. The objective of this chapter is to demonstrate that stronger connections between trade activities and the protection of human rights are critical for sustainable economic development in African countries. Trade and human rights are interconnected as trade offers opportunities for increasing peoples’ enjoyment of human rights including their right to development. International trade is a means to increase the resources available to States for advancing human rights and has positive effects on poverty reduction. The chapter argues that Africa’s marginalisation in the international trade system leads to specific human rights violations both for individuals and nation-states. Given its potential to create an integrated, more productive, and competitive market, the internationalisation of trade is a sign of progress and economic growth. The chapter urges African governments to match their national laws with international human rights frameworks, prioritise the protection of vulnerable and marginalised trade stakeholders, and expedite the development and strengthen the implementation of National Action Plans (NAPs) on business and human rights. Therefore, Africa’s Regional Economic Communities (RECs) should commit to increasing its financial support for growth-enhancing regional infrastructure. They should also call for a shift from bilateral agreements to commitments with “economic zones” that link the economic interests of leading and lagging countries in these RECs. African countries must undertake ambitious domestic structural reforms to increase the continent’s supply capacity. This will require improved digital and physical connectivity, smart macroeconomic management through stable and competitive exchange rates, low inflation, and more effective regulatory and legal institutions. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","Africa; Human rights; International trade; Unfair trade policies","Competition; Costs; Economic and social effects; Electronic commerce; Inflation; International law; Market Research; Regional planning; Sustainable development; Africa; Domestic markets; Economic community; Economic growths; Human rights; Regional economic; Trade policies; Unfair trade policy; World economy; World trade; International trade","Book chapter","Final","","Scopus","2-s2.0-105030636175"
